r_id,ageyrs,startingocc,startingsector,endingocc,endingsector,abswagech3,sectorchgto_mgmt,gender,Education at start,Education at end,Starting occupational cluster,Alternate starting occupational cluster,path
769031p,24.0,9410,Transportation,5240.0,Office & Admin Sppt,0.86249352,0,M,2,2,Transportation,,"9410, 5240"
5582,21.416666,9620,Transportation,6760.0,Construction,7.8825512,0,M,0,0,Transportation,,"9620, 6930, 6760"
8210,22.25,9130,Transportation,,Not Employed,,0,F,1,1,Transportation,,"9130, 'Student'"
3094,29.75,9130,Transportation,9130.0,Transportation,0.57556725,0,M,1,1,Transportation,,9130
1662,19.916666,9640,Transportation,,Not Employed,,0,M,0,0,Transportation,,"9640, 'Unemployed', 4600, 'Unemployed'"
1117,19.416666,9620,Transportation,9620.0,Transportation,0.10336685,0,M,0,1,Transportation,,"9620, 'Student', 9620"
6336,19.333334,9620,Transportation,,Not Employed,,0,F,0,1,Transportation,,"9620, 'Student', 'Unemployed', 5400, 'Student', 2340, 'Student', 2340, 5860, 'Student'"
2354031p,25.0,9130,Transportation,9130.0,Transportation,-2.1633415,0,M,0,0,Transportation,,"9130, 'Unemployed', 9130"
7274,20.666666,9640,Transportation,8040.0,Production,3.2796202,0,M,1,1,Transportation,,"9640, 'Unemployed', 5630, 'Unemployed', 8950, 5620, 'Unemployed', 8040"
1183,22.0,9360,Transportation,4760.0,Sales,9.7135067,0,M,1,1,Transportation,,"9360, 4760"
8732,21.5,9620,Transportation,8740.0,Production,-8.8256054,0,F,1,1,Transportation,,"9620, 8800, 5610, 'Unemployed', 8740"
649,21.75,9620,Transportation,1060.0,IT,4.4384766,0,M,1,3,Transportation,,"9620, 4020, 'Student', 4020, 'Student', 4020, 4760, 4020, 1060"
297046p,19.0,9610,Transportation,8810.0,Production,4.7902975,0,M,1,1,Transportation,,"9610, 8810"
5623031p,26.0,9130,Transportation,9130.0,Transportation,2.709796,0,M,1,1,Transportation,,9130
2404,18.166666,9610,Transportation,4250.0,Personal Service,5.1271524,0,M,0,1,Transportation,,"9610, 6050, 4430, 8030, 3520, 'Unemployed', 4250"
8686,18.5,9610,Transportation,6600.0,Construction,7.0501385,0,M,0,1,Transportation,,"9610, 'Unemployed', 7750, 6600"
3936,20.166666,9620,Transportation,7200.0,Maintenance/Repair,0.99382877,0,M,0,0,Transportation,,"9620, 8800, 7750, 'Unemployed', 7200"
6854,19.25,9620,Transportation,1040.0,IT,7.4785271,0,M,0,1,Transportation,,"9620, 'Student', 5260, 1040"
5336,19.833334,9130,Transportation,6360.0,Construction,1.3873472,0,M,0,1,Transportation,,"9130, 6260, 4220, 4750, 4700, 'Unemployed', 6360"
2661031p,29.0,9620,Transportation,7150.0,Maintenance/Repair,-5.4534197,0,M,1,1,Transportation,,"9620, 7150"
8247,18.333334,9620,Transportation,,Not Employed,,0,M,0,0,Transportation,,"9620, 'Student', 'Unemployed', 'Student', 9620, 'Student', 4130, 'Student'"
722179p,31.0,9620,Transportation,9620.0,Transportation,0.74778748,0,M,1,1,Transportation,,9620
5103,19.5,9130,Transportation,5620.0,Office & Admin Sppt,0.79107666,0,M,0,1,Transportation,,"9130, 4020, 4940, 'Student', 4720, 4940, 6230, 4940, 'Unemployed', 5620"
789,18.416666,9130,Transportation,4250.0,Personal Service,-5.6444931,0,M,0,1,Transportation,,"9130, 'Unemployed', 4250"
258,18.75,9130,Transportation,7010.0,Maintenance/Repair,1.1793003,0,M,0,1,Transportation,,"9130, 4250, 5860, 2060, 7010"
6502,22.166666,9600,Transportation,6350.0,Construction,20.457687,0,M,1,1,Transportation,,"9600, 6350"
2441031p,29.0,9600,Transportation,9600.0,Transportation,2.3637114,0,F,1,1,Transportation,,9600
2026,21.166666,9630,Transportation,4700.0,Sales,4.7156391,0,F,0,1,Transportation,,"9630, 'Unemployed', 3600, 5860, 5400, 4700"
3974,19.916666,9620,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9620, 'Unemployed', 4110, 'Unemployed', 5100, 4110, 5110, 'Unemployed', 2340, 'Unemployed'"
2354034p,18.0,9610,Transportation,,Not Employed,,0,F,1,1,Transportation,,"9610, 'Unemployed', 4110, 'Unemployed'"
6564,23.916666,9130,Transportation,4720.0,Sales,-5.1431513,0,F,1,1,Transportation,,"9130, 'Unemployed', 4110, 4010, 'Unemployed', 4110, 4720"
6724,22.333334,9620,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9620, 6520, 'Unemployed', 9620, 'Unemployed'"
5199,29.583334,9620,Transportation,6260.0,Construction,-0.36248207,0,M,0,0,Transportation,,"9620, 'Unemployed', 6230, 6260"
8316,20.083334,9360,Transportation,3600.0,Healthcare,3.6635885,0,M,0,1,Transportation,,"9360, 3600, 2010, 3600"
4502,27.083334,9620,Transportation,7610.0,Maintenance/Repair,11.878864,0,M,1,1,Transportation,,"9620, 7610"
3024,18.75,9620,Transportation,,Not Employed,,0,M,0,1,Transportation,,"9620, 'Student', 9620, 'Student', 9620, 'Student'"
3848,30.333334,9620,Transportation,9620.0,Transportation,5.5583668,0,M,1,1,Transportation,,9620
7731,25.916666,9720,Transportation,4250.0,Personal Service,3.1064682,0,M,1,1,Transportation,,"9720, 3940, 'Unemployed', 6720, 'Unemployed', 4250"
7662,21.333334,9640,Transportation,4720.0,Sales,0.060294151,0,F,1,1,Transportation,,"9640, 4230, 4030, 'Unemployed', 4720"
5913,19.416666,9620,Transportation,5240.0,Office & Admin Sppt,8.8336506,0,M,0,1,Transportation,,"9620, 'Student', 'Unemployed', 'Student', 4020, 'Unemployed', 5240"
2189,18.333334,9130,Transportation,3730.0,Protective Services,1.7350321,0,M,0,1,Transportation,,"9130, 3920, 3730"
1514,18.833334,9610,Transportation,4700.0,Sales,26.193073,0,M,0,1,Transportation,,"9610, 4760, 5620, 4700, 4940, 4700"
3835,21.416666,9130,Transportation,6600.0,Construction,-21.379282,0,M,0,1,Transportation,,"9130, 6440, 'Unemployed', 9130, 6440, 6600"
8016,18.083334,9600,Transportation,9600.0,Transportation,-0.64055824,0,M,0,0,Transportation,,9600
1914182p,30.0,9600,Transportation,7730.0,Production,3.092802,0,M,1,1,Transportation,,"9600, 7730"
6867032p,19.0,9520,Transportation,6320.0,Construction,2.7103844,0,M,1,1,Transportation,,"9520, 6320"
1097,23.5,9610,Transportation,9610.0,Transportation,-17.101641,0,M,1,1,Transportation,,"9610, 'Unemployed', 9610"
2800034p,26.0,9130,Transportation,7730.0,Production,4.3831558,0,M,1,1,Transportation,,"9130, 7730"
8401,22.583334,9000,Transportation,9130.0,Transportation,5.6595573,0,F,1,1,Transportation,,"9000, 3600, 9130, 'Unemployed', 9130"
4864,21.5,9130,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9130, 6260, 'Unemployed'"
1700032p,26.0,9130,Transportation,7750.0,Production,14.079326,0,M,0,0,Transportation,,"9130, 7750"
7810,22.666666,9130,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9130, 'Unemployed', 5620, 5840, 'Unemployed', 5840, 'Unemployed', 'Student'"
6335181p,26.0,9600,Transportation,9620.0,Transportation,-14.044209,0,F,1,1,Transportation,,"9600, 'Unemployed', 9600, 'Unemployed', 4760, 9620"
5463,32.166668,9620,Transportation,7700.0,Production,9.5343142,0,F,1,1,Transportation,,"9620, 7700"
6838177p,34.0,9600,Transportation,7750.0,Production,-4.8852501,0,M,1,1,Transportation,,"9600, 'Unemployed', 9600, 'Unemployed', 9600, 7750"
2789,24.75,9130,Transportation,7330.0,Maintenance/Repair,2.1801748,0,M,1,1,Transportation,,"9130, 9990, 7330"
6283,20.833334,9130,Transportation,7700.0,Production,4.6506062,0,M,1,1,Transportation,,"9130, 6420, 9600, 1550, 'Unemployed', 1550, 7700"
5172,25.5,9240,Transportation,9200.0,Transportation,7.1494865,0,M,2,2,Transportation,,"9240, 9200"
8158,26.083334,9600,Transportation,9600.0,Transportation,-1.3506327,0,M,1,1,Transportation,,"9600, 'Unemployed', 9600"
466,25.0,9600,Transportation,5000.0,Office & Admin Sppt,5.0969038,0,M,0,0,Transportation,,"9600, 5000"
7516,18.333334,9610,Transportation,4220.0,Personal Service,-2.2749634,0,M,0,1,Transportation,,"9610, 'Student', 9610, 'Student', 9610, 'Student', 4220"
1740,22.916666,9620,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9620, 4220, 'Unemployed', 4220, 'Unemployed'"
2398,25.833334,9620,Transportation,5240.0,Office & Admin Sppt,3.9670115,0,M,3,3,Transportation,,"9620, 1040, 5240"
8132,28.333334,9130,Transportation,9130.0,Transportation,-3.4655037,0,M,1,1,Transportation,,9130
375,19.0,9620,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9620, 'Unemployed', 9620, 'Unemployed', 5260, 'Unemployed'"
3141,27.916666,9140,Transportation,1960.0,Engineer/Sci/Arch,-0.60360432,0,M,1,1,Transportation,,"9140, 4250, 6260, 4250, 'Unemployed', 1960"
4788,18.666666,9350,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9350, 'Student', 9350, 'Student', 9350, 'Student', 4040, 'Student'"
3379,18.25,9350,Transportation,5820.0,Office & Admin Sppt,-4.416894,0,M,0,1,Transportation,,"9350, 4620, 'Student', 4620, 'Student', 4620, 'Unemployed', 6260, 'Unemployed', 'Student', 4620, 5820"
5776,18.333334,9600,Transportation,7540.0,Maintenance/Repair,0.96974564,0,M,0,1,Transportation,,"9600, 7540"
8834,20.333334,9620,Transportation,9610.0,Transportation,0.47299099,0,M,1,1,Transportation,,"9620, 9610"
5349,30.083334,9720,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9720, 'Unemployed', 7200, 'Unemployed'"
2689,22.25,9130,Transportation,4700.0,Sales,-13.092216,0,M,1,3,Transportation,,"9130, 4700"
2711,19.75,9620,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9620, 'Student', 5120, 'Student', 800, 4130, 'Unemployed'"
4348,18.416666,9630,Transportation,4110.0,Personal Service,8.2488956,0,F,0,1,Transportation,,"9630, 4720, 310, 4110"
411,23.916666,9350,Transportation,,Not Employed,,0,F,1,1,Transportation,,"9350, 'Unemployed', 'Student', 'Unemployed'"
228,19.666666,9620,Transportation,4720.0,Sales,-2.7902117,0,M,1,2,Transportation,,"9620, 4720"
7607,32.333332,9130,Transportation,5620.0,Office & Admin Sppt,5.5266037,0,M,1,1,Transportation,,"9130, 7750, 5620, 7940, 5620"
5904037p,22.0,9120,Transportation,,Not Employed,,0,F,1,1,Transportation,,"9120, 'Unemployed', 9120, 'Unemployed'"
6555,22.416666,9130,Transportation,9620.0,Transportation,-0.27551651,0,M,1,1,Transportation,,"9130, 'Unemployed', 9620"
2827,32.666668,9640,Transportation,4720.0,Sales,-4.1740379,0,F,1,1,Transportation,,"9640, 'Unemployed', 4760, 'Unemployed', 4720"
2642180p,28.0,9130,Transportation,3800.0,Protective Services,2.3386736,0,M,1,1,Transportation,,"9130, 3130, 3800"
7744,21.916666,9620,Transportation,9600.0,Transportation,-0.55204582,0,M,1,1,Transportation,,"9620, 'Unemployed', 7750, 'Unemployed', 4250, 'Unemployed', 9600"
4371,20.666666,9130,Transportation,,Not Employed,,0,F,1,1,Transportation,,"9130, 'Unemployed', 4720, 'Unemployed'"
1199,24.25,9610,Transportation,6420.0,Construction,3.2223024,0,M,1,1,Transportation,,"9610, 9720, 'Unemployed', 6420"
8020,23.916666,9620,Transportation,,Not Employed,,0,F,1,1,Transportation,,"9620, 'Unemployed', 5620, 'Unemployed', 'Student', 'Unemployed', 4700, 'Student'"
6607,19.083334,9620,Transportation,7620.0,Maintenance/Repair,0.84549809,0,M,1,1,Transportation,,"9620, 3920, 7620"
1398,22.583334,9640,Transportation,,Not Employed,,0,F,0,0,Transportation,,"9640, 'Unemployed', 9640, 'Unemployed'"
8220,22.416666,9640,Transportation,220.0,Construction,0.56597519,0,M,1,1,Transportation,,"9640, 'Unemployed', 6510, 'Unemployed', 9620, 'Unemployed', 220"
6739,20.0,9620,Transportation,7610.0,Maintenance/Repair,15.048879,0,M,1,1,Transportation,,"9620, 'Unemployed', 4760, 'Student', 9620, 7610"
7347,26.083334,9720,Transportation,50.0,Mgmt/Biz/Financial,11.461379,1,M,1,1,Transportation,,"9720, 50"
5771171p,30.0,9620,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9620, 'Unemployed'"
6257,18.166666,9610,Transportation,3650.0,Healthcare,2.6924467,0,M,0,1,Transportation,,"9610, 'Student', 7610, 'Student', 'Unemployed', 'Student', 3650"
5990,19.583334,9620,Transportation,4020.0,Personal Service,-0.14676189,0,M,1,1,Transportation,,"9620, 'Unemployed', 4020, 4760, 7340, 4130, 4020"
7161,24.75,9620,Transportation,4760.0,Sales,-2.3438387,0,F,1,1,Transportation,,"9620, 'Unemployed', 4760"
5154187p,33.0,9130,Transportation,,Not Employed,,0,M,0,0,Transportation,,"9130, 'Unemployed'"
8062,23.0,9610,Transportation,,Not Employed,,0,M,0,0,Transportation,,"9610, 4020, 'Unemployed', 4600, 4020, 'Unemployed'"
6123,21.333334,9610,Transportation,6440.0,Construction,1.0239201,0,M,1,1,Transportation,,"9610, 9600, 'Unemployed', 9600, 6440"
1487,20.833334,9150,Transportation,530.0,Mgmt/Biz/Financial,15.061971,0,F,1,3,Transportation,,"9150, 'Student', 4110, 'Student', 'Unemployed', 4110, 'Unemployed', 530"
4294,20.333334,9130,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9130, 'Student', 'Unemployed', 'Student', 2340, 'Student'"
7816,27.333334,9620,Transportation,,Not Employed,,0,F,1,1,Transportation,,"9620, 'Unemployed', 7720, 4220, 'Unemployed'"
2234,33.5,9130,Transportation,7430.0,Maintenance/Repair,9.8008747,0,M,2,2,Transportation,,"9130, 'Unemployed', 7430"
2010,20.083334,9130,Transportation,6260.0,Construction,-1.3637419,0,M,0,0,Transportation,,"9130, 'Unemployed', 6760, 6260"
3574,30.083334,9560,Transportation,7420.0,Maintenance/Repair,-8.6867294,0,M,1,1,Transportation,,"9560, 'Student', 7420"
5512,31.083334,9130,Transportation,9130.0,Transportation,13.558878,0,M,1,1,Transportation,,9130
7892,19.75,9640,Transportation,3920.0,Protective Services,7.2539911,0,F,0,0,Transportation,,"9640, 'Student', 4050, 3920, 'Unemployed', 4720, 'Unemployed', 3920"
1915175p,34.0,9640,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9640, 'Unemployed'"
3719,18.75,9360,Transportation,6260.0,Construction,3.9957352,0,M,0,1,Transportation,,"9360, 'Unemployed', 'Student', 9360, 'Unemployed', 6600, 4430, 6260"
4311,24.583334,9620,Transportation,7420.0,Maintenance/Repair,-5.13799,0,M,1,1,Transportation,,"9620, 6420, 7420"
6389,21.666666,9620,Transportation,6440.0,Construction,23.917942,0,M,1,1,Transportation,,"9620, 6440"
8886,20.75,9610,Transportation,7810.0,Production,-0.77134418,0,M,1,1,Transportation,,"9610, 6440, 7810"
8640,19.0,9640,Transportation,4050.0,Personal Service,-16.117908,0,F,0,0,Transportation,,"9640, 4220, 'Unemployed', 4600, 4050"
3195003p,32.0,9620,Transportation,9620.0,Transportation,-0.1688118,0,M,1,1,Transportation,,9620
4759,19.833334,9130,Transportation,4600.0,Personal Service,2.3600912,0,M,1,1,Transportation,,"9130, 4030, 'Student', 4600"
3361,19.916666,9620,Transportation,7020.0,Maintenance/Repair,7.6358891,0,F,1,1,Transportation,,"9620, 9130, 7020"
2012,19.166666,9640,Transportation,,Not Employed,,0,F,1,1,Transportation,,"9640, 4220, 'Unemployed', 4600, 'Unemployed'"
2225,22.0,9360,Transportation,7200.0,Maintenance/Repair,-0.21384144,0,M,1,1,Transportation,,"9360, 7200"
7828,23.916666,9620,Transportation,,Not Employed,,0,F,0,1,Transportation,,"9620, 4050, 'Unemployed', 4720, 4030, 4720, 'Unemployed'"
1260,24.75,9600,Transportation,8030.0,Production,-1.7862816,0,M,1,1,Transportation,,"9600, 8740, 'Unemployed', 6420, 'Unemployed', 7750, 9360, 7750, 'Unemployed', 8030"
7505,19.666666,9610,Transportation,7340.0,Maintenance/Repair,3.1886292,0,M,0,1,Transportation,,"9610, 7340"
1130,20.25,9610,Transportation,7340.0,Maintenance/Repair,8.6588011,0,M,1,1,Transportation,,"9610, 7340"
4266,29.75,9620,Transportation,2900.0,All other,7.9165382,0,M,1,1,Transportation,,"9620, 'Unemployed', 2900, 'Unemployed', 2900, 'Unemployed', 2900"
691181p,30.0,9030,Transportation,9030.0,Transportation,19.242874,0,M,3,3,Transportation,,9030
8931,18.25,9610,Transportation,5620.0,Office & Admin Sppt,1.4908161,0,F,0,1,Transportation,,"9610, 'Unemployed', 6050, 'Unemployed', 5240, 8220, 8960, 5260, 4600, 5620"
5447,21.5,9000,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9000, 7210, 'Unemployed'"
4721,28.083334,9620,Transportation,4850.0,Sales,1.9453392,0,F,1,1,Transportation,,"9620, 4850"
1426034p,27.0,9120,Transportation,9120.0,Transportation,8.0044107,0,M,1,1,Transportation,,9120
1827,18.5,9620,Transportation,430.0,Mgmt/Biz/Financial,4.3311033,1,M,1,2,Transportation,,"9620, 7620, 7010, 430"
8794,21.0,9620,Transportation,8960.0,Production,-0.53241825,0,M,1,1,Transportation,,"9620, 'Unemployed', 7720, 'Unemployed', 9620, 7810, 4250, 8960"
4585,31.75,9640,Transportation,7850.0,Production,3.7814722,0,M,1,1,Transportation,,"9640, 7850"
7604,20.416666,9130,Transportation,7310.0,Maintenance/Repair,2.1028643,0,M,0,0,Transportation,,"9130, 6520, 'Unemployed', 7310, 6260, 'Unemployed', 7310"
1468,24.416666,9130,Transportation,3850.0,Protective Services,6.3973866,0,M,1,1,Transportation,,"9130, 8800, 3920, 3850"
7427,22.416666,9720,Transportation,5860.0,Office & Admin Sppt,-2.0428848,0,M,0,0,Transportation,,"9720, 'Unemployed', 6600, 5860"
1518,18.333334,9640,Transportation,4220.0,Personal Service,-1.3936024,0,M,0,1,Transportation,,"9640, 'Student', 9640, 2750, 3850, 6050, 3850, 4220"
5747,21.916666,9130,Transportation,4240.0,Personal Service,-0.72492886,0,M,1,1,Transportation,,"9130, 9620, 8800, 6440, 9130, 4240"
3434171p,25.0,9640,Transportation,6050.0,All other,2.2692308,0,F,0,0,Transportation,,"9640, 'Unemployed', 9640, 'Unemployed', 6050"
6373,25.916666,9040,Transportation,9040.0,Transportation,-9.51408,0,F,1,2,Transportation,,"9040, 'Unemployed', 9040"
6853031p,26.0,9520,Transportation,4250.0,Personal Service,1.2780809,0,M,1,1,Transportation,,"9520, 4250"
3997,24.5,9600,Transportation,4250.0,Personal Service,0.73060799,0,M,1,1,Transportation,,"9600, 4250"
6864177p,31.0,9600,Transportation,,Not Employed,,0,M,0,0,Transportation,,"9600, 'Unemployed', 9600, 'Unemployed'"
6098,28.0,9600,Transportation,6320.0,Construction,2.0064459,0,M,0,0,Transportation,,"9600, 'Unemployed', 6320"
3981,18.833334,9620,Transportation,9620.0,Transportation,-3.5742226,0,M,0,0,Transportation,,9620
921,20.583334,9620,Transportation,7260.0,Maintenance/Repair,8.4669771,0,M,1,1,Transportation,,"9620, 'Student', 4760, 7260"
6729,21.5,9620,Transportation,7260.0,Maintenance/Repair,1.6630545,0,M,1,1,Transportation,,"9620, 7260"
5377,18.333334,9130,Transportation,7260.0,Maintenance/Repair,1.4854612,0,M,0,0,Transportation,,"9130, 'Student', 'Unemployed', 5400, 4220, 8100, 'Unemployed', 7260"
2623,23.833334,9620,Transportation,8740.0,Production,-3.7619286,0,M,1,1,Transportation,,"9620, 'Unemployed', 8740"
3980,26.166666,9620,Transportation,9620.0,Transportation,0.41672802,0,M,1,1,Transportation,,9620
2163,23.75,9620,Transportation,7620.0,Maintenance/Repair,16.496969,0,F,3,3,Transportation,,"9620, 'Unemployed', 9620, 6350, 'Unemployed', 5620, 6350, 7620"
7967,23.583334,9130,Transportation,,Not Employed,,0,M,0,0,Transportation,,"9130, 'Unemployed'"
294,26.416666,9040,Transportation,9040.0,Transportation,15.963421,0,M,1,3,Transportation,,9040
5348184p,27.0,9120,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9120, 'Unemployed'"
6280,29.333334,9120,Transportation,9120.0,Transportation,-1.854228,0,F,1,1,Transportation,,"9120, 'Unemployed', 9120, 'Unemployed', 9120, 'Unemployed', 9120"
4132,20.75,9130,Transportation,,Not Employed,,0,F,1,2,Transportation,,"9130, 4110, 9130, 4050, 3650, 'Student'"
859,20.25,9620,Transportation,9620.0,Transportation,1.3224239,0,M,1,1,Transportation,,9620
1714,19.666666,9600,Transportation,9620.0,Transportation,-1.4891415,0,M,0,0,Transportation,,"9600, 'Unemployed', 9600, 'Unemployed', 7750, 9620"
7224,22.916666,9130,Transportation,4720.0,Sales,-7.1617432,0,M,1,1,Transportation,,"9130, 4720, 4020, 4720"
1027,18.75,9620,Transportation,7750.0,Production,-1.5981827,0,M,0,1,Transportation,,"9620, 5620, 4130, 7750"
3910,19.833334,9130,Transportation,,Not Employed,,0,M,0,1,Transportation,,"9130, 'Unemployed', 7260, 'Unemployed'"
8410,18.416666,9620,Transportation,,Not Employed,,0,M,0,1,Transportation,,"9620, 'Student', 4720, 4940, 'Unemployed'"
4830,25.75,9640,Transportation,1640.0,Engineer/Sci/Arch,13.276958,0,M,3,3,Transportation,,"9640, 2200, 'Unemployed', 1610, 1640"
7958,23.166666,9610,Transportation,,Not Employed,,0,F,1,1,Transportation,,"9610, 'Unemployed'"
6824,21.916666,9110,Transportation,3400.0,Healthcare,19.337099,0,M,1,2,Transportation,,"9110, 'Student', 9110, 3400"
1926,19.416666,9610,Transportation,9610.0,Transportation,-0.93673706,0,F,0,0,Transportation,,9610
5704,24.583334,9620,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9620, 6600, 'Unemployed'"
5729,27.666666,9610,Transportation,4200.0,Personal Service,6.4886436,0,M,1,1,Transportation,,"9610, 4200"
2862,21.166666,9620,Transportation,6050.0,All other,-6.5978174,0,M,1,1,Transportation,,"9620, 4010, 5240, 'Unemployed', 8100, 'Unemployed', 7750, 8140, 6510, 7750, 6360, 6050"
2302240p,27.0,9600,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9600, 'Unemployed', 9600, 'Unemployed'"
2116,23.5,9620,Transportation,7750.0,Production,2.6952472,0,M,1,1,Transportation,,"9620, 'Unemployed', 7750"
2330,21.333334,9350,Transportation,4830.0,Sales,4.7782049,0,M,1,3,Transportation,,"9350, 3950, 'Student', 3950, 'Student', 3950, 'Student', 4830"
1896,30.083334,9610,Transportation,9610.0,Transportation,8.0625763,0,M,1,1,Transportation,,9610
6205034p,30.0,9600,Transportation,,Not Employed,,0,M,0,0,Transportation,,"9600, 'Unemployed', 9600, 'Unemployed'"
3368004p,26.0,9130,Transportation,8930.0,Production,1.7742882,0,M,1,1,Transportation,,"9130, 8930"
6288,20.0,9620,Transportation,800.0,Mgmt/Biz/Financial,7.1308937,0,M,1,1,Transportation,,"9620, 4720, 'Unemployed', 4720, 'Unemployed', 800"
4228,18.083334,9740,Transportation,,Not Employed,,0,M,0,0,Transportation,,"9740, 'Student', 6420, 'Unemployed'"
3617,23.583334,9640,Transportation,,Not Employed,,0,F,1,1,Transportation,,"9640, 5240, 9640, 4850, 340, 'Unemployed', 730, 'Unemployed'"
8448,18.583334,9640,Transportation,,Not Employed,,0,M,0,0,Transportation,,"9640, 'Unemployed', 5350, 4050, 'Unemployed'"
5628175p,28.0,9000,Transportation,,Not Employed,,0,F,0,0,Transportation,,"9000, 'Unemployed'"
2851,21.916666,9620,Transportation,9600.0,Transportation,1.1988306,0,M,1,1,Transportation,,"9620, 3920, 'Unemployed', 8960, 8740, 9600"
396,21.583334,9130,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9130, 'Unemployed', 4130, 1540, 'Unemployed'"
5892,27.5,9620,Transportation,7900.0,Production,1.3531628,0,F,1,1,Transportation,,"9620, 'Student', 3920, 7750, 7900"
181174p,26.0,9130,Transportation,6200.0,Construction,0.40705681,0,M,1,1,Transportation,,"9130, 6200"
7888,20.333334,9620,Transportation,4720.0,Sales,1.3205013,0,F,0,1,Transportation,,"9620, 'Student', 3920, 5240, 'Student', 4720, 'Student', 4720"
7472,29.666666,9130,Transportation,4610.0,Personal Service,-0.35045147,0,M,1,1,Transportation,,"9130, 6050, 'Unemployed', 6050, 7340, 6050, 'Unemployed', 6320, 'Unemployed', 4610"
2530,20.5,9620,Transportation,6230.0,Construction,3.18538,0,M,1,1,Transportation,,"9620, 6260, 6230"
7219,22.5,9140,Transportation,5620.0,Office & Admin Sppt,8.1919432,0,M,1,1,Transportation,,"9140, 4020, 'Unemployed', 8060, 'Unemployed', 5620"
7808,21.916666,9610,Transportation,8500.0,Production,-0.95435429,0,M,1,1,Transportation,,"9610, 4250, 7750, 'Unemployed', 8500"
191,28.75,9620,Transportation,8140.0,Production,9.7305355,0,M,1,1,Transportation,,"9620, 'Unemployed', 9620, 6260, 8710, 8140"
4884,32.166668,9600,Transportation,8140.0,Production,11.094786,0,M,1,1,Transportation,,"9600, 8140"
7878,24.25,9120,Transportation,5240.0,Office & Admin Sppt,0.55256557,0,F,1,1,Transportation,,"9120, 'Unemployed', 4720, 'Unemployed', 4110, 'Unemployed', 4110, 'Student', 4940, 5240"
5607,23.833334,9750,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9750, 6200, 'Unemployed', 6230, 7200, 6260, 'Unemployed'"
4654,18.0,9620,Transportation,5700.0,Office & Admin Sppt,22.714823,0,M,0,1,Transportation,,"9620, 420, 5700"
5916178p,26.0,9120,Transportation,9120.0,Transportation,0.34454155,0,F,1,1,Transportation,,9120
2506,19.333334,9620,Transportation,7610.0,Maintenance/Repair,-35.115635,0,M,0,0,Transportation,,"9620, 7610, 6400, 7610"
2062034p,20.0,9130,Transportation,9130.0,Transportation,0.39228535,0,M,1,1,Transportation,,9130
6460,19.916666,9600,Transportation,,Not Employed,,0,M,0,0,Transportation,,"9600, 'Student', 'Unemployed', 6050, 'Unemployed', 5510, 6050, 5510, 'Unemployed'"
4268,19.25,9620,Transportation,,Not Employed,,0,M,0,1,Transportation,,"9620, 'Student', 4940, 'Student', 4130, 'Unemployed', 9130, 4020, 'Unemployed'"
1862031p,30.0,9620,Transportation,5000.0,Office & Admin Sppt,7.8991709,0,M,0,0,Transportation,,"9620, 5000"
418,18.333334,9610,Transportation,9610.0,Transportation,-24.270607,0,M,0,1,Transportation,,9610
7353,21.5,9620,Transportation,,Not Employed,,0,M,0,0,Transportation,,"9620, 8950, 'Unemployed'"
4984,19.583334,9620,Transportation,6130.0,All other,-1.509304,0,M,1,1,Transportation,,"9620, 6130, 'Unemployed', 6130, 6230, 6130"
1799182p,25.0,9610,Transportation,9610.0,Transportation,2.3477373,0,M,1,1,Transportation,,9610
2257,33.833332,9620,Transportation,8650.0,Production,7.1446142,0,M,1,1,Transportation,,"9620, 'Unemployed', 8960, 'Unemployed', 8960, 8650"
6223,26.75,9140,Transportation,6520.0,Construction,-6.3878317,0,M,3,3,Transportation,,"9140, 7020, 5610, 'Unemployed', 6520"
8285,18.083334,9620,Transportation,9620.0,Transportation,0.36105156,0,M,0,1,Transportation,,"9620, 4150, 'Student', 9620, 'Student', 9620"
6303,24.5,9610,Transportation,7310.0,Maintenance/Repair,9.8054905,0,M,1,1,Transportation,,"9610, 7130, 7310"
1948,21.333334,9620,Transportation,9990.0,All other,-1.2871981,0,M,0,0,Transportation,,"9620, 'Unemployed', 8140, 9990, 'Unemployed', 9990"
4518,19.666666,9130,Transportation,,Not Employed,,0,M,0,1,Transportation,,"9130, 4060, 430, 6520, 'Student', 'Unemployed'"
